Z,A,EC_Halflife(s)
83,197,923.66492
83,198,1328.26599
83,199,2986.29785
83,200,962.24390
83,201,15449.38184
83,202,25876.75391
83,203,356753.03125
83,204,76854.96875
83,205,6931471872.00000
83,206,124955904.00000
83,207,6931471872.00000
83,208,6931471872.00000
84,181,0.07111
84,182,0.13090
84,183,0.21624
84,184,0.42034
84,185,0.27029
84,186,0.52492
84,187,0.55346
84,188,1.04979
84,189,0.44817
84,190,6.66636
84,191,5.05423
84,192,8.28785
84,193,13.87582
84,194,11.36691
84,195,13.18636
84,196,74.99919
84,197,93.74667
84,198,217.24165
84,199,271.28369
84,200,429.79611
84,201,143.51128
84,202,1266.17688
84,203,1140.14001
84,204,3818.33691
84,205,1295.58899
84,206,9971.32715
84,207,996.84308
84,208,20153186.00000
84,209,17689518.00000
85,184,0.11557
85,185,0.13574
85,186,0.14784
85,187,0.20491
85,188,0.26926
85,189,0.38717
85,190,0.60964
85,191,1.35578
85,192,1.21470
85,193,2.14467
85,194,2.08835
85,195,3.83134
85,196,3.60895
85,197,9.49645
85,198,8.71335
85,199,56.37894
85,200,48.37120
85,201,217.69032
85,202,81.22478
85,203,101.45539
85,204,250.74048
85,205,537.42041
85,206,881.03815
85,207,7462.78564
85,208,1921.16113
85,209,689120.62500
85,210,575125.62500
85,211,58992840704.00000
85,212,6931471872.00000
85,213,6931471872.00000
85,214,6931471872.00000
85,216,6931471872.00000
86,186,0.11504
86,187,0.15107
86,188,0.15936
86,189,0.16531
86,190,0.31193
86,191,0.22687
86,192,0.40926
86,193,0.57671
86,194,2.54613
86,195,1.92332
86,196,3.75052
86,197,3.19852
86,198,5.68538
86,199,14.24582
86,200,8.21636
86,201,18.05331
86,202,50.29371
86,203,11.94146
86,204,68.69233
86,205,125.44477
86,206,331.48178
86,207,232.09427
86,208,1673.07837
86,209,218.18054
86,210,7644.04004
86,211,2063036.25000
86,213,614007872.00000
86,215,6931471872.00000
87,189,0.08680
87,190,0.08623
87,191,0.14869
87,192,0.21293
87,193,0.25784
87,194,0.26450
87,195,0.25704
87,196,0.51967
87,197,0.59504
87,198,0.78120
87,199,0.77529
87,200,0.74837
87,201,1.30887
87,202,1.37803
87,203,2.12494
87,204,2.23651
87,205,4.82906
87,206,4.70056
87,207,6.43131
87,208,8.01500
87,209,10.99662
87,210,129.14970
87,211,4907.05371
87,212,1883663.00000
87,213,377645024.00000
87,214,3542658.25000
87,215,9424637952.00000
87,216,6931471872.00000
87,217,41637920.00000
87,218,6931471872.00000
87,220,6931471872.00000
88,192,0.17288
88,193,0.19322
88,194,0.21703
88,195,0.22173
88,196,0.32087
88,197,0.36721
88,198,0.70090
88,199,0.93529
88,200,1.11474
88,201,1.48638
88,202,1.63889
88,203,1.43381
88,204,4.91708
88,205,3.52596
88,206,11.93177
88,207,16.84744
88,208,62.72754
88,209,75.11228
88,210,68.89611
88,211,34.70942
88,212,251.45673
88,213,43256.99609
88,214,6931471872.00000
88,215,72719.35156
88,216,6931471872.00000
88,217,3890.02881
88,219,6541.39697
89,195,0.11914
89,196,0.09961
89,197,0.17782
89,198,0.20113
89,199,0.19504
89,200,1.10361
89,201,0.75670
89,202,0.93619
89,203,0.91543
89,204,1.13693
89,205,1.45908
89,206,1.92712
89,207,2.83898
89,208,8.16253
89,209,17.41762
89,210,7.06960
89,211,15.02529
89,212,17.23885
89,213,4.84800
89,214,11956.77246
89,215,61942168.00000
89,216,27368.32812
89,217,150795312.00000
89,218,13.12692
89,219,60.54247
89,220,706.97015
89,221,84598.11719
89,222,35452.42188
89,223,665808.43750
89,224,6931471872.00000
89,226,6931471872.00000
90,198,0.13407
90,199,0.22350
90,200,0.21558
90,201,0.17671
90,202,0.54707
90,203,1.16255
90,204,0.67578
90,205,0.97661
90,206,1.73700
90,207,1.23797
90,208,2.26664
90,209,1.95222
90,210,4.34931
90,211,4.01952
90,212,10.62761
90,213,6.88965
90,214,14.94074
90,215,111.42592
90,216,676.38580
90,217,296.84619
90,218,297.09357
90,219,47.19180
90,220,465.06635
90,221,107.05659
90,222,3226.79517
90,223,71114.77344
90,225,4883.12988
91,200,0.19704
91,201,0.17151
91,202,0.11777
91,203,0.18751
91,204,0.31055
91,205,0.35950
91,206,0.41706
91,207,1.23096
91,208,0.80280
91,209,0.92987
91,210,2.58453
91,211,1.77191
91,212,0.85366
91,213,3.57218
91,214,3.67758
91,215,13.44139
91,216,42.13159
91,217,86.85084
91,218,57.36151
91,219,64.53579
91,220,31.74065
91,221,15.82478
91,222,21.31265
91,223,39.46803
91,224,121.00138
91,225,181.96977
91,226,935.15088
91,227,1533.15784
91,228,780.79749
91,229,78544.98438
91,230,6931471872.00000
91,232,199857.59375
92,203,0.10904
92,204,0.21919
92,205,0.27387
92,206,0.30177
92,207,0.42611
92,208,0.63220
92,209,0.40062
92,210,0.57234
92,211,0.78797
92,212,0.99671
92,213,1.17686
92,214,1.88058
92,215,2.21666
92,216,3.38387
92,217,6.90851
92,218,15.42313
92,219,12.98171
92,220,9.90541
92,221,8.58274
92,222,17.52732
92,223,17.76364
92,224,54.58738
92,225,166.52353
92,226,229.85852
92,227,2705.71631
92,228,48622.51562
92,229,887.79797
92,231,821644099584.00000
93,206,0.19585
93,207,0.23474
93,208,0.34972
93,209,0.40041
93,210,0.23107
93,211,0.31189
93,212,0.57857
93,213,0.55248
93,214,0.95405
93,215,0.63755
93,216,0.75511
93,217,2.43466
93,218,1.78917
93,219,3.33529
93,220,2.45755
93,221,7.52487
93,222,2.63192
93,223,4.43824
93,224,5.42961
93,225,29.30946
93,226,103.56692
93,227,15.19731
93,228,37.80452
93,229,44.95172
93,230,45.74298
93,231,134.97960
93,232,510.79486
93,233,813.62030
93,234,645.22302
93,235,785733.56250
93,236,6931471872.00000
93,238,6931471872.00000
94,209,0.17714
94,210,0.21135
94,211,0.18166
94,212,0.34152
94,213,0.41683
94,214,0.57422
94,215,0.41079
94,216,0.92426
94,217,0.72306
94,218,1.31387
94,219,1.74374
94,220,2.85937
94,221,2.89664
94,222,2.34020
94,223,2.29475
94,224,3.82569
94,225,4.25574
94,226,9.17913
94,227,23.32446
94,228,24.48009
94,229,80.19442
94,230,116.44984
94,231,102.26998
94,232,619.12640
94,233,3029.89966
94,234,11039.25195
94,235,370.65341
94,237,9900674.00000
95,212,0.10719
95,213,0.16659
95,214,0.15899
95,215,0.15939
95,216,0.25303
95,217,0.50253
95,218,0.60323
95,219,0.74065
95,220,0.56310
95,221,0.84512
95,222,0.92748
95,223,1.95082
95,224,1.86430
95,225,1.38239
95,226,1.54286
95,227,2.50106
95,228,5.12886
95,229,21.04619
95,230,40.35154
95,231,49.18904
95,232,47.32471
95,233,196.57227
95,234,717.92963
95,235,1725.88635
95,236,127.05192
95,237,25234.32422
95,238,26741.78125
95,239,257677.34375
95,240,6931471872.00000
95,242,6931471872.00000
95,244,6931471872.00000
96,215,0.15419
96,216,0.16058
96,217,0.21217
96,218,0.30522
96,219,0.28095
96,220,0.48051
96,221,0.58541
96,222,0.76068
96,223,0.87248
96,224,0.74067
96,225,0.95031
96,226,1.15549
96,227,1.27897
96,228,3.05138
96,229,7.87652
96,230,8.89794
96,231,15.71444
96,232,17.36884
96,233,16.92840
96,234,38.85154
96,235,114.16311
96,236,173.73445
96,237,29.11429
96,238,1434.23438
96,239,39323.53125
96,240,33053782.00000
96,241,15695992.00000
96,243,6931471872.00000
97,218,0.14529
97,219,0.13952
97,220,0.15063
97,221,0.17895
97,222,0.26016
97,223,0.35508
97,224,0.74347
97,225,0.65947
97,226,0.45934
97,227,0.90010
97,228,1.23518
97,229,3.95743
97,230,5.44601
97,231,5.20819
97,232,8.07099
97,233,9.50902
97,234,10.59233
97,235,21.29840
97,236,49.23387
97,237,71.40983
97,238,221.75717
97,239,435.28259
97,240,5550.12256
97,241,12333.56543
97,242,27096.77734
97,243,182068.60938
97,244,19926.43945
97,245,1094.31653
97,246,830.46594
97,248,6931471872.00000
98,221,0.20140
98,222,0.19781
98,223,0.22771
98,224,0.28158
98,225,0.32992
98,226,0.27814
98,227,0.40502
98,228,0.40281
98,229,1.57421
98,230,1.94469
98,231,3.35541
98,232,3.10989
98,233,3.30035
98,234,4.04643
98,235,4.85568
98,236,8.90886
98,237,3.44784
98,238,21.64713
98,239,52.74094
98,240,78.59879
98,241,192.76230
98,242,273.79910
98,243,693.57458
98,244,1190.33093
98,245,674.53198
98,246,473359.96875
98,247,2162.34424
99,224,0.12376
99,225,0.16308
99,226,0.29923
99,227,0.07355
99,228,0.08019
99,229,0.37458
99,230,0.54419
99,231,0.55197
99,232,0.62126
99,233,2.32320
99,234,1.50469
99,235,1.61439
99,236,2.24179
99,237,2.38090
99,238,1.33858
99,239,4.91457
99,240,8.27530
99,241,9.92361
99,242,17.55370
99,243,22.21677
99,244,153.72787
99,245,302.44254
99,246,271.61780
99,247,991.34534
99,248,248.64517
99,249,794236.25000
99,250,767384420352.00000
99,251,6931471872.00000
99,252,6931471872.00000
99,254,6931471872.00000
99,256,6931471872.00000
100,226,0.12332
100,227,5.83191
100,228,0.42894
100,229,0.06265
100,230,0.45542
100,231,0.61514
100,232,0.85184
100,233,0.39583
100,234,2.44361
100,235,3.99010
100,236,2.21372
100,237,3.27404
100,238,3.16807
100,239,4.61201
100,240,5.31362
100,241,9.52258
100,242,9.76328
100,243,17.08674
100,244,20.41447
100,245,31.64338
100,246,45.73253
100,247,55.54553
100,248,160.47739
100,249,37.02639
100,250,4296.84619
100,251,344619.62500
100,253,171465.31250
101,229,0.19039
101,230,0.03471
101,231,0.34954
101,232,0.53943
101,233,0.71368
101,234,0.28834
101,235,1.19542
101,236,2.56326
101,237,2.87143
101,238,2.52438
101,239,3.24262
101,240,3.27090
101,241,3.61244
101,242,5.89844
101,243,7.22105
101,244,10.30889
101,245,11.80449
101,246,16.56637
101,247,24.27389
101,248,30.81720
101,249,80.69873
101,250,21.79595
101,251,652.04077
101,252,27735.59961
101,253,254038.60938
101,254,12714.37793
101,255,24127458.00000
101,256,6931471872.00000
101,257,6931471872.00000
101,258,6931471872.00000
101,260,6931471872.00000
101,262,6931471872.00000
102,232,0.05369
102,233,0.31262
102,234,0.50744
102,235,0.20056
102,236,0.58111
102,237,0.95862
102,238,1.19466
102,239,1.74378
102,240,1.66634
102,241,2.22733
102,242,2.24804
102,243,2.67407
102,244,2.92467
102,245,3.90781
102,246,6.14972
102,247,6.36265
102,248,7.95534
102,249,11.37947
102,250,18.67658
102,251,6.12524
102,252,82.31731
102,253,673.20532
102,254,2061.72314
102,255,1160.41992
102,256,287528.46875
102,257,6931471872.00000
102,259,4417.83691
102,261,6931471872.00000
103,235,0.13411
103,236,0.17253
103,237,0.18924
103,238,0.23415
103,239,0.29741
103,240,0.34568
103,241,0.34667
103,242,1.22508
103,243,0.39360
103,244,1.65216
103,245,0.60261
103,246,0.76897
103,247,0.84615
103,248,1.19163
103,249,5.14718
103,250,7.29475
103,251,2.73000
103,252,1.97995
103,253,7.53071
103,254,19.64158
103,255,24.99828
103,256,40.58649
103,257,74.71961
103,258,154.60555
103,259,176.09534
103,260,461.11212
103,261,758.51971
103,262,3729.15771
103,263,11360.36328
103,264,6931471872.00000
103,266,6931471872.00000
104,238,0.54389
104,239,0.35719
104,240,0.37045
104,241,0.56609
104,242,0.47317
104,243,0.69892
104,244,0.67839
104,245,0.84648
104,246,1.25689
104,247,1.23693
104,248,1.45522
104,249,1.80222
104,250,2.32135
104,251,3.30752
104,252,4.66898
104,253,1.59835
104,254,16.06471
104,255,35.44586
104,256,40.28528
104,257,114.90515
104,258,169.78230
104,259,171.14113
104,260,593.33203
104,261,136.54839
104,262,12452.46875
104,263,204385.10938
104,265,6931471872.00000
105,241,0.29658
105,242,0.36077
105,243,0.38805
105,244,0.58521
105,245,0.60054
105,246,0.61032
105,247,0.67461
105,248,1.01859
105,249,0.97827
105,250,1.61215
105,251,1.96011
105,252,2.54819
105,253,3.35413
105,254,1.15665
105,255,10.92200
105,256,21.28631
105,257,29.23414
105,258,56.60332
105,259,81.17763
105,260,84.79042
105,261,197.91908
105,262,63.19860
105,263,1090.64282
105,264,5170.14404
105,265,545680.25000
105,266,702041.31250
105,267,6931471872.00000
105,268,6931471872.00000
105,270,6931471872.00000
105,272,6931471872.00000
105,274,6931471872.00000
105,292,415.30722
106,244,0.23332
106,245,0.28202
106,246,0.26389
106,247,0.37824
106,248,0.43515
106,249,0.56282
106,250,0.63831
106,251,0.89734
106,252,1.01429
106,253,1.86109
106,254,2.00324
106,255,0.63897
106,256,4.87613
106,257,10.09769
106,258,12.26749
106,259,18.69223
106,260,21.74113
106,261,27.88126
106,262,48.60602
106,263,17.89452
106,264,140.00627
106,265,519.08087
106,266,1486.08875
106,267,5596.60645
106,268,6931471872.00000
106,269,6931471872.00000
106,271,6931471872.00000
107,247,0.24768
107,248,0.29365
107,249,0.32152
107,250,0.42462
107,251,0.43950
107,252,0.71603
107,253,0.85991
107,254,1.08010
107,255,1.54885
107,256,1.84771
107,257,2.90690
107,258,6.32054
107,259,7.56806
107,260,10.62232
107,261,13.00736
107,262,16.53955
107,263,24.50443
107,264,11.51526
107,265,65.66319
107,266,169.53764
107,267,372.21509
107,268,931.67456
107,269,44887.23438
107,270,449910.75000
107,271,9998724.00000
107,272,55473400.00000
107,273,196004642816.00000
107,274,6931471872.00000
107,275,10365.03223
107,276,1576785.12500
107,277,6931471872.00000
107,278,6931471872.00000
107,280,6931471872.00000
107,296,695.39508
108,250,0.19727
108,251,0.28100
108,252,0.27820
108,253,0.39816
108,254,0.49859
108,255,0.66340
108,256,0.79620
108,257,1.07716
108,258,1.32431
108,259,1.98588
108,260,2.80439
108,261,3.28461
108,262,3.68600
108,263,5.35008
108,264,6.73533
108,265,3.17174
108,266,15.72044
108,267,36.80396
108,268,57.46952
108,269,182.89380
108,270,866.59149
108,271,28284.13672
108,272,43842104.00000
108,273,6931471872.00000
108,275,9834.06543
108,277,6931471872.00000
108,279,6931471872.00000
108,297,409.50888
108,298,502.66437
109,253,0.12114
109,254,0.13930
109,255,0.16831
109,256,0.19936
109,257,0.23612
109,258,0.25458
109,259,0.30776
109,260,0.38416
109,261,0.41486
109,262,0.55272
109,263,0.64403
109,264,0.93899
109,265,1.10260
109,266,0.86251
109,267,2.28587
109,268,4.91375
109,269,6.08746
109,270,17.85637
109,271,31.20383
109,272,95.49651
109,273,153.15575
109,274,335.53513
109,275,323.79099
109,276,304.28064
109,277,240831.75000
109,278,6931471872.00000
109,279,6931471872.00000
109,280,6931471872.00000
109,281,6931471872.00000
109,282,6931471872.00000
109,283,6931471872.00000
109,284,6931471872.00000
109,286,6931471872.00000
110,256,0.18676
110,257,0.27623
110,258,0.32199
110,259,0.33398
110,260,0.42075
110,261,0.57966
110,262,0.63084
110,263,0.95244
110,264,0.92441
110,265,1.31810
110,266,1.63533
110,267,0.71595
110,268,3.15024
110,269,7.18742
110,270,9.59189
110,271,28.76633
110,272,66.00065
110,273,144.53130
110,274,556.65424
110,275,504.87973
110,276,644.82214
110,277,495.35541
110,278,1469.12292
110,279,71644.47656
110,280,6931471872.00000
110,281,6931471872.00000
110,283,6931471872.00000
111,259,0.20615
111,260,0.28461
111,261,0.36201
111,262,0.48839
111,263,0.45128
111,264,0.60205
111,265,0.73290
111,266,1.08909
111,267,1.31764
111,268,2.44237
111,269,2.68637
111,270,6.01617
111,271,7.91062
111,272,15.88977
111,273,33.63692
111,274,69.11647
111,275,139.90982
111,276,138.28198
111,277,209.56252
111,278,61.57248
111,279,362.31943
111,280,12283.82227
111,281,27934.27930
111,282,1149.85425
111,283,3672.37329
111,284,712123.68750
111,285,6931471872.00000
111,286,6931471872.00000
111,287,6931471872.00000
111,288,6931471872.00000
111,290,6931471872.00000
111,292,6931471872.00000
112,262,0.20179
112,263,0.25738
112,264,0.29024
112,265,0.38251
112,266,0.42848
112,267,0.28407
112,268,0.87715
112,269,1.47895
112,270,1.55842
112,271,2.85855
112,272,4.68057
112,273,7.95352
112,274,14.29783
112,275,57.28672
112,276,85.41521
112,277,42.47644
112,278,37.78274
112,279,15.40650
112,280,76.72559
112,281,1115.30835
112,282,86447.28125
112,283,13000.46777
112,284,6931471872.00000
112,285,17972.12500
112,286,6931471872.00000
112,287,6931471872.00000
112,289,6931471872.00000
113,266,0.32170
113,267,0.33633
113,268,0.55946
113,269,0.62777
113,270,1.11828
113,271,1.40848
113,272,2.67244
113,273,3.13979
113,274,5.14239
113,275,9.51897
113,276,25.87808
113,277,25.91418
113,278,45.25433
113,279,2551.57300
113,280,952.18231
113,281,2643.62256
113,282,1217.87195
113,283,57902.01953
113,284,5660.68115
113,285,7576236.00000
113,286,5653.11230
113,287,414041856.00000
113,288,266509.56250
113,289,6931471872.00000
113,290,3279810.00000
113,291,6931471872.00000
113,292,6931471872.00000
113,293,6931471872.00000
113,294,6931471872.00000
113,296,6931471872.00000
114,269,0.31557
114,270,0.38217
114,271,0.63343
114,272,0.74829
114,273,1.26806
114,274,2.61150
114,275,2.16231
114,276,3.90127
114,277,6.89170
114,278,547352.43750
114,279,64170.44141
114,280,6931471872.00000
114,281,1067637.12500
114,282,6931471872.00000
114,283,893.79889
114,284,75444.92188
114,285,4538.07031
114,286,6931471872.00000
114,287,4197.18359
114,288,6931471872.00000
114,289,22227.24219
114,290,6931471872.00000
114,291,4394360.50000
114,293,6931471872.00000
114,295,6931471872.00000
115,272,0.16653
115,273,0.16386
115,274,0.90646
115,275,1.78965
115,276,1.73586
115,277,2.72602
115,278,13.09012
115,279,35.07015
115,280,74.76648
115,281,78.48872
115,282,71.15645
115,283,179.10597
115,284,342.80640
115,285,1393.79590
115,286,1574.21790
115,287,37204.68359
115,288,1686.80762
115,289,183500.73438
115,290,14069.05762
115,291,3872263.25000
115,292,2364.53394
115,293,33245682.00000
115,294,37532040.00000
115,295,359959840.00000
115,296,1392325760.00000
115,297,316205596672.00000
115,298,6931471872.00000
115,299,6931471872.00000
115,300,156974928.00000
115,302,138961888.00000
115,304,11396838.00000
115,311,638249.87500
116,275,0.38093
116,276,0.51894
116,277,0.73680
116,278,4.59767
116,279,15.96605
116,280,15.20876
116,281,44.91364
116,282,48.86802
116,283,52.05536
116,284,98.77388
116,285,103.12947
116,286,381.45374
116,287,624.20349
116,288,2607.24512
116,289,822.66901
116,290,2457102.00000
116,291,9006.00488
116,292,6790053376.00000
116,293,941.84961
116,294,6931471872.00000
116,295,54202192.00000
116,296,6931471872.00000
116,297,382237152.00000
116,298,6931471872.00000
116,299,6931471872.00000
116,301,34698563584.00000
116,303,11202149376.00000
116,312,6931471872.00000
116,313,21175.27734
117,278,1.55608
117,279,3.24215
117,280,5.56140
117,281,9.86650
117,282,30.98780
117,283,15.48626
117,284,22.85904
117,285,37.81461
117,286,54.08684
117,287,111.12430
117,288,166.68282
117,289,493.71576
117,290,319.82727
117,291,895.48389
117,292,1148.20520
117,293,4028.96484
117,294,379.98584
117,295,215599.73438
117,296,347286.62500
117,297,1210162.25000
117,298,4196384.50000
117,299,7615929.50000
117,300,10062551.00000
117,301,44708932.00000
117,302,34005340.00000
117,303,60943828.00000
117,304,18462752.00000
117,305,1563324672.00000
117,306,6931471872.00000
117,307,33762316288.00000
117,308,26940260.00000
117,310,6931471872.00000
117,312,6931471872.00000
118,281,5.99721
118,282,15.53044
118,283,11.26143
118,284,9.49758
118,285,10.57753
118,286,17.50344
118,287,19.93642
118,288,26.73314
118,289,42.25084
118,290,80.48674
118,291,100.90736
118,292,396.76868
118,293,354.37885
118,294,1254.17139
118,295,96.37716
118,296,542.06403
118,297,6705.10156
118,298,6931471872.00000
118,299,2415059.25000
118,300,6931471872.00000
118,301,81331240.00000
118,302,6931471872.00000
118,303,174958704.00000
118,305,6931471872.00000
118,307,430673.65625
118,309,26312834.00000
118,314,398233.09375
119,284,8.02379
119,285,6.27094
119,286,8.79859
119,287,10.47032
119,288,11.26438
119,289,16.14001
119,290,27.60184
119,291,37.53273
119,292,30.31260
119,293,100.52322
119,294,110.06119
119,295,76.14043
119,296,166.61191
119,297,179.38568
119,298,2765.99268
119,299,97441.17188
119,300,107044.78906
119,301,2338203.75000
119,302,2390651.00000
119,303,4449381.00000
119,304,3100680.25000
119,305,4732278.50000
119,306,31082.37891
119,307,877.56647
119,308,26941.61328
119,309,378725.46875
119,310,1821424.12500
119,311,6931471872.00000
119,312,6931471872.00000
119,314,6931471872.00000
119,315,991.86646
119,316,1267.43591
119,317,1155.85608
119,318,3038739200.00000
119,319,6931471872.00000
119,320,6931471872.00000
119,322,6931471872.00000
120,287,3.23872
120,288,7.72296
120,289,2.53436
120,290,1.69189
120,291,6.37882
120,292,9.70542
120,293,8.68224
120,294,16.52077
120,295,24.33738
120,296,33.44749
120,297,31.90732
120,298,26.59904
120,299,133.71455
120,300,286.48560
120,301,852.25549
120,302,9077.47461
120,303,2221160.75000
120,304,6931471872.00000
120,305,3312.90601
120,306,6931471872.00000
120,307,159.85127
120,308,2819.56519
120,309,33243.45312
120,310,6931471872.00000
120,311,393517.46875
120,313,6931471872.00000
120,315,6931471872.00000
121,290,1.07684
121,291,1.42250
121,292,1.35282
121,293,1.30931
121,294,6.46558
121,295,10.20222
121,296,9.47611
121,297,11.99342
121,298,17.86187
121,299,60.50874
121,300,153.43060
121,301,168.90514
121,302,116.30291
121,303,343.85831
121,304,942.01056
121,305,422158.75000
121,306,1818.86902
121,307,291.99182
121,308,14.01714
121,309,25.93115
121,310,88.77920
121,311,112.88406
121,312,355.69617
121,313,332.06631
121,314,1882.46143
121,315,1571.92090
121,316,21682.74414
121,317,49429.09766
121,318,6931471872.00000
121,319,6931471872.00000
121,320,6931471872.00000
121,321,6931471872.00000
121,322,6931471872.00000
121,324,6931471872.00000
121,326,6931471872.00000
122,294,0.57894
122,295,0.64207
122,296,4.70366
122,297,2.89786
122,298,3.41883
122,299,2.42747
122,300,9.02580
122,301,14.43793
122,302,13.61707
122,303,15.26442
122,304,18.31147
122,305,24.78212
122,306,50.63460
122,307,94.62569
122,308,13.08028
122,309,15.32949
122,310,74.45517
122,311,366.65723
122,312,585.71649
122,313,2353.24243
122,314,3392.04712
122,315,18577.82812
122,316,63354.62500
122,317,94772.27344
122,318,6931471872.00000
122,319,13579.17871
122,321,72888.91406
123,297,0.45276
123,298,0.24488
123,299,0.21879
123,300,1.92065
123,301,17.22536
123,302,8.99690
123,303,9.78917
123,304,8.13135
123,305,10.05134
123,306,12.79885
123,307,20.80927
123,308,32.90643
123,309,5.68444
123,310,9.75239
123,311,36.73507
123,312,106.48729
123,313,135.52267
123,314,284.53522
123,315,386.86151
123,316,649.36609
123,317,903.41309
123,318,1582.46716
123,319,2191.78979
123,320,1121.30774
123,321,4306.42090
123,322,3113.86572
123,323,8199.17188
123,324,51869.10156
123,325,4211.43311
123,326,621854848.00000
123,327,6931471872.00000
123,328,6931471872.00000
123,330,6931471872.00000
123,332,6931471872.00000
123,333,498003.46875
124,300,0.54766
124,301,0.71331
124,302,0.98541
124,303,1.18481
124,304,2.11792
124,305,2.26132
124,306,2.62994
124,307,3.16843
124,308,4.28835
124,309,11.19043
124,310,6.92182
124,311,12.94230
124,312,15.42700
124,313,6931471872.00000
124,315,271461.96875
124,316,101.71350
124,317,166.60356
124,318,147.62131
124,319,358.67026
124,320,689.26044
124,322,10344.50293
124,323,6931471872.00000
124,324,6931471872.00000
124,325,3221.73975
124,337,6931471872.00000
125,303,0.71684
125,304,1.43413
125,305,1.35210
125,306,0.97373
125,307,1.63261
125,308,2.22284
125,309,1.47330
125,310,158.82947
125,311,320.08231
125,312,110.76646
125,313,11.90265
125,314,26.88198
125,315,30.13375
125,316,6931471872.00000
125,317,6931471872.00000
125,318,6931471872.00000
125,319,76.09101
125,320,106.54178
125,321,110.75121
125,323,161.13707
125,324,580.88538
125,325,758.52924
125,326,51.93099
125,327,114.20979
125,328,34462.49609
125,329,74215.50000
125,330,22854.86133
125,331,7101.59473
125,332,42000.46875
125,333,112472.34375
125,334,6013.61572
125,335,2860.64697
125,336,28123.72852
125,338,78436.78906
125,339,4273.43652
126,306,0.61908
126,307,0.48903
126,308,1.42619
126,309,2.26196
126,310,1.91550
126,311,2.86611
126,312,3.43826
126,313,1.96149
126,314,8.46059
126,315,24.60516
126,316,21.04949
126,317,39.78585
126,318,69.37453
126,321,36.74780
126,322,42.51847
126,326,78.71813
126,327,137.32117
126,328,76103.36719
126,329,89454.83594
126,331,7117.32959
126,333,404513.90625
126,335,16673423.00000
127,310,0.21854
127,311,1.31224
127,312,1.99714
127,313,2.22598
127,314,1.26237
127,315,4.14060
127,316,9.10914
127,317,10.13551
127,318,13.35978
127,319,23.56333
127,320,22.67063
127,321,4.36952
127,322,3.48462
127,323,3.25781
127,324,24.46759
127,325,57.45297
127,327,3.51513
127,328,1.15470
127,329,122.74092
127,330,298.48157
127,331,322.50922
127,332,195.31807
127,333,4919.30664
127,334,4890.33301
127,335,8099.99121
127,336,12200.35840
127,337,53639.73047
127,338,23678.47266
127,339,392826080.00000
128,313,0.96133
128,314,1.40274
128,315,1.06828
128,316,3.06119
128,317,5.89480
128,318,6.30855
128,319,9.50813
128,320,13.41756
128,321,21.19058
128,322,31.19860
128,323,30.11788
128,324,2.36522
128,325,2.14589
128,326,27.69512
128,329,1.84794
128,330,413.38431
128,331,1099.54150
128,332,1620.44836
128,333,620.22687
128,334,5700.69189
128,335,3033.71240
128,336,224642.46875
128,337,6090.80957
128,339,29770.98047
129,316,0.48039
129,317,0.56680
129,318,1.11871
129,319,1.21551
129,320,7.48234
129,321,7.89821
129,322,11.11220
129,323,14.71833
129,324,12.52018
129,325,16.35196
129,326,1.29058
129,327,1.80282
129,328,7.08177
129,330,0.97803
129,331,109.67326
129,332,161.75430
129,333,236.46883
129,334,203.78833
129,335,444.45560
129,336,469.81454
129,337,601.07318
129,338,639.51654
129,339,1364.59497
130,319,2.11454
130,320,2.04104
130,321,3.34838
130,322,3.90459
130,323,5.25310
130,324,5.49923
130,325,7.10680
130,326,5.97623
130,327,13.69321
130,328,0.86363
130,329,0.76576
130,330,78.06062
130,331,29.43426
130,332,46.64466
130,333,78.43720
130,334,118.41544
130,335,67.30162
130,336,158.32834
130,337,75.13200
130,338,315.60309
130,339,222.08667
131,323,1.11142
131,324,1.31474
131,325,1.56421
131,326,1.59076
131,327,1.79302
131,328,2.22821
131,329,6.13621
131,330,2.71951
131,331,2.55730
131,332,2.71176
131,333,25.67696
131,334,34.45623
131,335,47.99184
131,336,40.91423
131,337,66.72066
131,338,40.76962
131,339,114.31125
132,326,2.52083
132,327,2.32278
132,328,2.54772
132,329,3.14236
132,330,3.46739
132,331,3.83038
132,332,4.67161
132,333,4.15776
132,334,16.77961
132,335,21.22703
132,336,18.98153
132,337,19.30572
132,338,32.86171
132,339,17.88123
133,329,1.82038
133,330,2.28724
133,331,2.44813
133,332,2.38031
133,333,3.20773
133,334,1.80520
133,335,2.19703
133,336,13.05041
133,337,11.97822
133,338,3.31035
133,339,7.49786
134,332,17.10265
134,333,19.65388
134,334,29.42447
134,335,40.86364
134,336,40.33558
134,337,219.51665
134,338,361.26379
134,339,205.20718
135,336,23.20407
135,337,23.50871
135,338,109.43388
135,339,59.84101
136,339,48.46705
